"","annot","BH.Q","ADJ.P","PER","LAG","AMP"
"336","Slc12a9",0.0113896832099765,0.00432619182699385,24,7,2.60373838381718
"337","Abtb2",4.67592752906615e-10,1.39933374488628e-11,24,22,10.8917780817553
"338","Ints7",0.182344641115662,0.112328328643074,16,11,1.77391686702481
"339","Hba-a2",0.0113896832099765,0.00432619182699385,24,18,9.02104944366504
"340","Nxt2",0.0537212926756846,0.0271821826199712,12,6,2.69737928565591
"341","Cecr2",0.0686385085849174,0.0360889395966739,24,2,3.69787350737711
"342","Pom121",0.478531677294541,0.352068885965321,12,0,1.7960255517458
"343","Clns1a",0.215149545144235,0.135706665215286,18,1,0.901408362468759
"344","Mir22hg",0.110965272318697,0.0624307379251601,12,5,3.31865630879741
"345","Mtrex",1,1,24,18,1.33093743728846
"346","Ndufaf4",2.2005169334046e-07,1.49943142791842e-08,24,14,5.43360655237258
"347","Pnkp",1.21095561912459e-08,5.63105513497162e-10,24,1,5.33305150383972
"348","Wipf3",1.40419020738319e-09,5.04267201546451e-11,24,10,9.39760252856106
"349","Mdn1",0.0778787396414461,0.0414851297261295,24,17,3.55369102185451
"350","Taz",0.00229536605309126,0.00064359020549382,24,4,2.53448094834866
"351","Madd",0.226496881205441,0.144428259884685,18,1,1.30226648139908
"352","Foxp1",0.173020379437109,0.105389485264869,24,0,2.61178770023237
"353","Ndufa1",0.478531677294541,0.352068885965321,24,14,1.65112226609597
"354","Col1a1",0.30984559996139,0.208275587451026,12,0,6.12079207606912
"355","Dcaf12",0.930244744078216,0.75336119007071,24,0,0.776819314403308
"356","Tet2",0.131651918466152,0.0761908202172895,24,20,2.63525390696127
"357","Il11ra1",5.23114793916345e-08,2.81788355838915e-09,24,0,4.99380840329308
"358","Cry1",3.68033604214761e-17,1.0166674149579e-19,24,19,18.7253324546301
"359","Camsap2",1,1,24,20,2.01328187215046
"360","Lrrk1",0.52515207968995,0.394105842492918,12,10,1.83983873776075
"361","Thra",3.73630194641601e-06,3.64685088692539e-07,24,3,6.40879268301908
"362","Fam193a",1,1,24,2,1.64817740832608
"363","Slc25a30",1,1,20,15,4.659518285668
"364","Ate1",0.340878721748585,0.234628770264335,12,9,1.14687815215223
"365","Nbas",0.0060881511343484,0.00203779275997757,24,0,2.20221559166705
"366","Ankrd13a",0.00312069778661136,0.000925289767300975,22,0,1.88440082561426
"367","Krtcap2",0.735291686400113,0.578551331518321,18,17,1.22682726793953
"368","Scamp2",0.087716003237377,0.0476137973374159,24,5,1.78548426578475
"369","Ppard",6.20787067011152e-10,2.02927632402356e-11,24,22,17.5851174684768
"370","Frs2",1,1,24,2,1.17181410831386
"371","Vps37b",4.58860524797718e-08,2.40838396993277e-09,24,18,5.52761083819704
"372","Cish",0.155304053225832,0.0926676118695571,12,11,10.587767478305
"373","Usp16",7.69260439699118e-05,1.22189158239501e-05,12,11,2.30909791034999
"374","Itpk1",0.00061384314554163,0.000139329958909771,24,23,3.88740542841393
"375","Ptpra",1,1,12,6,1.30362222534653
"376","Tcf3",0.00334561626501806,0.00101200270999856,24,6,2.2127961395421
"377","Tpm4",0.131651918466152,0.0761908202172895,12,1,2.99618289655486
"378","Mrps15",0.340878721748585,0.234628770264335,24,15,0.697926195326681
"379","Depdc7",0.0198332656445696,0.00819994132082113,24,0,1.7184365202512
"380","Elp3",0.608402892273584,0.465545859557411,24,5,0.713629590436617
"381","Wwc2",1,1,24,2,1.57704972324125
"382","Lipg",4.06085568362764e-08,2.05660278636759e-09,24,12,9.95733786276346
"383","Slc35b4",0.029136601869852,0.0130122024925214,24,20,1.60719921994053
"384","Plod3",0.00247460212382815,0.00070523881889946,24,18,2.74913225224513
"385","Cul5",1,1,24,2,1.11455277364824
"386","Rab32",1.10099423003192e-10,2.48382676204254e-12,24,0,5.01623674784947
"387","Nop2",0.000199581457260799,3.64796678326599e-05,24,16,4.54049690219504
"388","Gas2l1",6.43748499958425e-05,9.75107074062256e-06,24,22,3.1863179141287
"389","Dock1",1,1,22,19,1.78644673810387
"390","Hnf1b",1.40419020738319e-09,5.04267201546451e-11,24,23,4.98217334212902
"391","Tbk1",0.294594654023997,0.196125170220396,24,5,1.2827618270745
"392","Arfgap1",0.027488269601861,0.0120609212387539,22,7,2.01505971999034
"393","Stk4",0.0421219569979857,0.0203434313493955,24,22,1.10161049096944
"394","Clec4g",0.847008720652983,0.678542897760677,22,6,1.29931673674307
"395","Ccdc117",0.000937358497659908,0.000227866154127271,12,11,5.23088196036142
"396","Med16",3.73630194641601e-06,3.64685088692539e-07,24,8,2.93590046905934
"397","Btbd7",1,1,22,0,1.50638077601083
"398","Grpel2",0.0186275562875703,0.00758138110414923,24,4,1.9596494649811
"399","Tpst2",1.40419020738319e-09,5.04267201546451e-11,24,22,5.25082729342076
"400","Nubp2",0.050735499134927,0.0252976729111998,24,21,1.23374720578508
"401","Rilp",0.394871954686243,0.279791868444811,24,22,1.42994460890405
"402","Cgrrf1",0.00151973916685405,0.000404424142928933,24,14,1.95388938771876
"403","Wdr4",0.087716003237377,0.0476137973374159,12,0,1.91151999145122
"404","Flt4",0.340878721748585,0.234628770264335,24,7,3.73863110126387
"405","Desi2",1.47903511876261e-10,3.67715913504516e-12,24,20,8.49136669670446
"406","Sulf2",0.000124477356547412,2.12620162426748e-05,24,9,7.53509283887783
"407","Ddo",1.34884109370825e-07,8.25947815208093e-09,24,13,4.71713178235508
"408","Taco1",0.30984559996139,0.208275587451026,24,5,0.901510520241011
"409","Kif13a",0.00753483903225125,0.00262956168805085,24,11,3.05136460660819
"410","Atg101",5.87063821450802e-05,8.70324818172921e-06,24,2,4.3485894157533
"411","Angptl2",3.96205091384411e-05,5.49068750030882e-06,24,12,5.43908251703364
