"annot","pVal","phase","peak.shape","period"
"Ggt1",0.27026765556648,22,8,24
"C730027H18Rik",8.37405988468659e-13,6,8,24
"Rfc2",0.00186090634795585,12,12,16
"Ccnd1",2.88963679513058e-06,16,6,24
"Birc3",0.0268026502503115,8,16,24
"Nhsl1",2.39244345489284e-06,4,6,24
"Leprotl1",1.65368314283613e-14,2,10,24
"Polr2j",2.76736894268783e-05,12,10,16
"Tom1",0.000166103656054172,6,8,24
"Pdcl",5.56451857420611e-06,2,8,12
"Sgf29",0.245049254724317,20,16,20
"Tmcc3",0.0112207277544853,2,8,18
"Arhgap1",0.000390660074685885,2,6,24
"Polr2c",0.0173956659008177,12,8,12
"Cpsf4",4.87489302080472e-06,10,8,24
"Fmr1",0.163893952963604,16,12,18
"Pias4",0.0773245010317025,12,6,12
"Usp45",0.0088219821873928,20,12,22
"Phospho2",1.74033827047135e-06,2,6,12
"Sh3bp5l",0.167821611615236,12,16,24
"Sap30l",0.00248118697034162,12,4,12
"Tln2",2.19770333365565e-06,2,14,24
"Tmco4",8.01242378808099e-09,10,16,24
"Git1",0.0810482377301742,8,6,12
"Mfsd5",0.0365922572794495,2,4,24
"Osgepl1",1.93622958830099e-07,10,6,24
"1700123O20Rik",0.000741802567971409,2,6,12
"Ss18l2",7.76102351287143e-05,2,6,12
"Utp4",6.56149913983591e-05,16,16,24
"Sec22c",4.98656865939396e-09,14,10,24
"Zfp869",0.00379169540144348,2,14,24
"Gm8883",2.12090365276626e-08,6,14,24
"Inhba",0.00188725642009376,4,4,12
"Trip6",4.85545663196213e-07,6,12,24
"Slc16a11",0.0147528405744022,12,12,24
"Mpv17l2",0.058156898004497,20,8,24
"Slc35a1",2.84169550884805e-06,4,10,22
"Tnnt3",0.0682384612434166,14,12,24
"Myd88",0.000153981779388789,4,6,12
"Pelp1",1.4239273118988e-06,2,12,24
"Adarb1",4.90996505863195e-12,14,10,24
"Tmem184c",0.00111068402452774,24,12,24
"Jun",1.15512203679303e-05,4,4,12
"Zfyve19",5.70028681133627e-07,8,12,22
"Caml",8.3781832032915e-05,4,4,24
"Pofut1",1.93645185687654e-05,2,14,22
"S100pbp",0.000563459159932508,6,20,24
"Map3k20",8.46696180060822e-12,10,8,24
"Kdm3a",8.35031371689426e-05,8,6,24
"Otud3",7.8120711924386e-06,16,14,24
"B3gnt2",7.03595661806039e-10,14,16,24
"Terf2ip",6.68475940302843e-05,12,8,12
"Tbce",1.42851744512502e-12,4,10,24
"Ap4b1",0.0779733250495608,8,10,24
"Dhrs7b",0.0148466477871648,4,16,22
"Ogfod1",9.10770516549637e-06,16,18,24
"Tmem220",0.000183850611556176,10,12,24
"Mpp5",1.59079135899856e-08,14,12,24
"Ube2w",2.06854281953701e-06,12,10,12
"Hlcs",0.00311770480575129,4,16,24
"Ktn1",1.3415924957291e-13,8,10,24
"Ints11",0.00508240751610942,4,4,24
"Pgap1",3.37858427297878e-12,8,16,24
"Lad1",3.41878546244734e-07,16,18,24
"Sae1",0.000256844674340477,4,8,22
"Bicra",2.4164633078066e-07,2,6,24
"Crtc1",0.00227120283852049,2,10,24
"Phf10",0.2414335456479,18,8,20
"Cdk17",0.245616063776821,4,8,24
"Socs2",0.0047583032624899,12,8,16
"2510002D24Rik",5.80123234619049e-07,12,4,24
"Rnf7",0.0209111443054867,2,10,24
"Ago3",6.24275149850012e-06,16,14,24
"Sumo1",2.8729784508599e-11,14,16,24
"Mad2l2",2.58395437055173e-22,2,12,24
"Vegfb",0.314719412727533,12,2,16
"Armc8",0.958275109018711,8,10,12
"Fmc1",0.00319827092317495,4,12,22
"Mafk",6.72914073622743e-10,8,16,24
"Dnajc2",0.0110077380984633,2,8,12
"Sec14l1",6.11300532180439e-08,16,18,24
"Epc1",0.883329233991799,4,4,22
"Nbn",0.00490532333892228,8,10,24
"Proser1",0.000297735769864943,2,4,12
"Rab22a",0.0145937066799564,14,12,24
"Sft2d1",8.26262232109894e-09,12,4,24
"Arhgap17",0.0115137173805091,8,6,16
"Snx7",1.53843715465534e-06,4,12,24
"Cadm1",0.000203182854756181,4,20,24
"Cyp3a59",0.00019707953315321,10,2,12
"Myg1",0.042165799762961,6,14,22
"Mrpl21",0.367544941995738,10,10,20
"Stub1",0.000697666209939128,12,10,24
"Msantd4",6.71172620490251e-08,2,8,24
"Arvcf",0.170731183194939,4,12,16
"Card10",0.000841525942611396,8,20,24
"Drosha",0.654270568060533,8,16,22
"Pcf11",5.06575369239767e-05,8,20,24
"Tgif1",4.1294859101956e-08,4,10,24
"Orai1",1.40547488263991e-06,16,18,24
"Ugcg",1.63211518099399e-07,12,12,24
"Gssos2",0.000733401983503157,18,20,24
"Ccm2",0.0067560318834779,6,8,24
"Mis12",6.78173491452307e-05,2,6,12
"Tcta",1.16930224557457e-05,4,12,22
"Tpm2",0.0214598283313729,8,14,24
"Cbr4",4.86445611700745e-06,10,6,24
"2610002M06Rik",5.68038600827299e-08,4,14,24
"Tmem9b",0.039324774344625,12,4,16
"Stard3",0.126440073066399,10,14,24
"Emilin1",0.00454246428960912,6,6,16
"Mkrn2os",1.68109168922488e-11,6,10,24
"Ctss",0.0460488651174047,4,10,16
"Creb1",0.000163559901736359,16,16,24
"Cox14",0.003926101136566,10,6,16
"Zkscan5",0.0363960189014852,12,14,16
"Zfpl1",1.4129575882297e-09,2,16,24
"Papss1",7.33742958766167e-07,4,8,24
"Rrp36",0.000322372488899201,12,8,12
"Tecpr1",1.64811719454454e-06,8,6,24
"Bnip1",2.35631074954035e-05,8,6,24
"Bckdk",0.0186250314288762,12,4,16
"Dennd10",3.66197695594014e-12,4,8,24
"Tesk2",0.00191892009600018,12,16,24
"Zkscan7",5.26265320706889e-05,16,8,22
"Pdk4",1.19553296477428e-10,2,10,24
"Fbxo42",6.09914897806625e-05,2,6,12
"Cryl1",6.08867621981019e-06,10,12,24
"Sulf2",0.00146585554133049,8,8,12
"Gtf3c6",1.26890882158155e-08,2,6,24
"Vps26c",3.30563469040257e-05,4,8,24
"Rad51d",4.2518016082196e-05,8,4,24
"Eral1",0.00937392327308752,2,20,24
"Them4",2.51778835259326e-09,16,16,24
"Slc9a1",0.0144263476583973,4,14,24
"Kl",0.999904056461033,22,6,24
"Mrpl41",5.9190489317134e-05,12,8,16
"Megf8",9.49663847349063e-11,4,14,24
"Axl",0.0519013507216293,4,10,16
"Xrcc1",3.45855386896879e-12,4,10,24
"Mrps9",2.03342879309687e-06,14,6,22
"Nt5dc1",0.00318298821862706,8,10,24
"Fzr1",0.0247803629893519,8,12,22
"Ccdc141",0.00440273591296407,4,10,22
"Sox5",0.419234407096514,6,4,12
"Tpm4",0.00788232671015811,4,6,12
"Ring1",7.73692081065462e-11,4,10,24
"Gba2",9.17835032174198e-06,14,4,24
"Fkrp",0.00591516680218547,8,16,22
"Ckap5",0.000307512651476744,2,10,24
"Lcor",7.99574515012242e-05,22,14,24
"Bri3",3.43314274718869e-14,12,14,24
"Bcl7a",0.00343433655805269,12,6,24
"Hbb-bt",0.012795134124963,4,6,20
"Ap5z1",1.5239351981871e-09,10,6,24
"Hapln4",0.000118089979200327,4,8,12
"Rnf25",0.00631458598273242,12,6,16
"Agpat1",1.42498175901538e-08,16,14,24
"Zbtb2",0.174279029765984,6,8,16
"Slc7a6os",0.0168130462637231,12,6,24
"Odf2",0.000106223444470719,8,10,12
"Tmem160",0.00506280099519124,12,6,16
"Mettl4",0.000269131032848987,8,10,24
"Snx1",6.19981765940933e-11,4,8,24
"Reep5",0.00266545591299643,12,6,16
"Chac2",0.0414269254846972,8,6,12
"Gbp7",8.12645670347409e-06,14,6,24
"Gm38561",0.668575539393266,12,6,12
"Khdrbs3",0.0298899863345793,10,6,24
"Mrpl53",0.0107058804615679,10,6,16
"Pde2a",0.006894580874579,8,8,24
"Pick1",9.96332760981502e-06,8,10,22
"Vti1a",0.00159826979543577,12,10,16
"Zbtb5",8.17367056330737e-08,16,20,24
"Arfip2",0.000726164385637717,2,6,12
"Ints5",3.04841128396691e-05,2,4,24
"Raver1",0.000264962967826229,20,12,24
"Tgm1",1.44139975568449e-05,18,10,24
"Timm21",0.00430728816446894,10,2,16
"Zbtb48",9.08974309105336e-10,12,6,24
"Sos2",2.97312015184717e-06,10,12,24
"Psmg1",0.131189728904473,10,14,18
"Tuba1b",1.01879506914402e-06,4,12,22
"Gpr182",0.0103447373493484,4,8,16
"Rsl24d1",0.000748225101027438,2,6,12
"Tiam2",4.60468544635143e-06,8,14,24
"Tmed3",4.41443651335432e-10,4,6,12
"Polr3b",0.0105138256021438,2,10,12
"Pdzd11",0.0143928758540854,20,16,24
"Rcc1l",0.0335607990144744,2,20,24
"Magix",1.60262746745888e-10,2,14,24
"Ccdc93",0.0836901974032883,8,4,16
"Scara5",0.016451198603807,14,20,24
"Zbtb41",0.0302313392536778,16,12,16
"Edc3",3.41886709638578e-08,12,14,24
"Kat8",5.08828124139142e-05,4,6,12
"Gpsm2",4.47438203494132e-08,4,8,24
"Bcl7b",0.00554427392453135,2,8,12
"Laptm4b",4.1242795112028e-05,4,14,24
"Mdc1",0.000150440419906261,2,10,24
"Nfrkb",0.0427421412438713,4,12,22
"Agap1",3.54149878874595e-07,20,4,24
"Slc17a1",2.25155958902828e-06,4,14,22
"Mob2",0.000872712959552816,8,8,16
"Lgals4",7.39150771153636e-09,10,16,24
"Tra2a",7.23480819482724e-07,4,4,24
"Nat2",8.33290971326306e-13,8,8,24
"Brcc3",0.0146468965535215,10,14,24
"Klhl22",0.00132105148742008,4,14,24
"Mtif3",0.0346215828270759,2,20,24
"Dclk3",3.29299392921645e-06,12,18,24
"Gxylt1",0.00492112854458782,14,14,24
"Cdk7",0.000541173278305471,24,18,24
"Rmdn1",0.0698876540012693,10,12,24
"Fig4",0.750738765903498,16,6,16
"Fuom",0.00798289978812514,18,14,24
"Appl1",1.42581899944967e-08,22,16,24
"Depdc5",0.0286927718472342,8,6,12
"Polr3e",0.000154209537956542,2,6,24
"Mysm1",0.000371102181353312,4,8,24
"Coq3",9.17492739337662e-06,12,4,16
"Pwwp2a",0.0632977781559152,12,2,16
"Iqsec2",0.188374749628559,6,8,16
"LOC118567736",1.69706262479171e-05,8,14,24
"Sfi1",1.75796381262141e-05,16,16,24
"Krit1",1.32862002491106e-05,2,6,24
"Traf7",2.50063084872343e-05,2,12,24
"Sirpa",0.542585439472183,4,12,22
"Dclre1a",3.82542388810077e-13,14,10,24
"Crem",3.74798908989826e-09,4,8,24
"Rdh5",0.0897740847394625,10,8,16
"Rpap1",5.45170351943438e-08,8,8,22
"Tasor2",0.024132884195018,2,10,24
"S100a16",5.93645608163553e-07,6,10,24
"Btrc",4.24905344325363e-08,10,8,24
"Snx8",2.82705206394224e-12,16,16,24
"Zfp568",0.000676971692583759,14,18,24
"Ppcdc",0.000232231090522265,10,6,24
"Gm41963",0.0708920063440021,12,4,12
"Hmox1",0.000503529275207363,4,10,16
"Immp2l",0.174942683676431,10,12,24
"Angptl2",1.31517411706093e-08,14,10,24
"Cnot7",0.00129211067143967,10,8,24
"Nod1",0.185705318254444,8,6,16
"Bbc3",7.81740461802356e-07,4,8,24
"Arfip1",1.73288500164706e-06,4,6,12
"Vps72",6.29052765792741e-06,4,10,24
"Helb",0.217517893852556,4,14,24
"Gabpb1",5.29627610646414e-05,8,10,22
"Lamtor5",0.0401094223430094,12,4,16
"Sdhaf1",1.49462875206812e-09,16,18,24
"Rfx1",0.0011301797173043,20,18,24
"Plpp2",0.000105912008957063,12,16,24
"Tcf4",0.000857907389869049,4,8,24
"Nrp2",0.0132252470321745,4,8,16
"Jak2",0.0013516982994915,8,8,24
"Ldhb",0.169726364345981,10,14,24
"Ocln",0.000158067173388303,8,4,12
"Adgrf1",0.000412871119003291,12,6,16
"Invs",1.27772728711953e-05,16,20,24
"Bdp1",0.00518787781260674,4,8,16
"Colec10",6.04819811520864e-07,6,6,16
"Fgd4",0.000508753646624967,8,4,12
"Nmnat1",0.000715973513378288,10,12,24
"Rhbg",3.5574139124384e-05,22,14,24
"Pcnt",5.3370106129521e-06,10,6,24
"Pole4",8.69193224104458e-07,20,12,24
"Tmem106c",0.000313667114161795,12,4,24
"Rsrc1",1.05624852590474e-07,10,12,24
"Coa7",8.41040044493174e-09,14,8,24
"Bcorl1",0.0120798695380632,16,12,24
"Nsmce3",3.07440373750767e-05,6,6,24
"Kif3b",0.0399508937028355,2,8,12
"Ranbp6",0.000701821282176765,4,6,22
"Qpctl",3.82041876295539e-05,24,10,24
"Gsta2",0.0876774500640185,8,8,16
"Apool",0.145275211863694,10,18,24
